trip_id,user_id,user_type,bike_id,bike_type,start_station_id,end_station_id,start_time,end_time,duration_minutes,distance_km,status
TR10431,USR1024,casual,BK223,classic,ST105,ST111,2024-11-21 01:34:00,2024-11-21 02:09:00,35.0,4.49,completed
TR10432,USR1035,casual,BK244,classic,ST108,ST104,2024-04-13 04:26:00,2024-04-13 04:48:00,22.0,8.76,completed
TR10433,USR1097,member,BK266,classic,ST111,ST111,2024-08-13 10:37:00,2024-08-13 11:25:00,48.0,9.25,completed
TR10434,USR1074,member,BK231,electric,ST110,ST108,2024-08-17 17:34:00,2024-08-17 18:01:00,27.0,1.25,completed
TR10435,USR1023,casual,BK233,electric,ST111,ST104,2024-03-30 03:39:00,2024-03-30 04:16:00,37.0,6.81,completed
TR10436,USR1064,casual,BK219,classic,ST112,ST109,2024-10-27 09:08:00,2024-10-27 09:13:00,5.0,6.81,completed
TR10437,USR1042,casual,BK294,classic,ST113,ST110,2024-07-02 10:35:00,2024-07-02 11:14:00,39.0,3.8,completed
TR10438,USR1007,member,BK247,electric,ST107,ST111,2024-10-06 03:43:00,2024-10-06 03:52:00,9.0,6.04,completed
TR10439,USR1049,casual,BK229,electric,ST107,ST110,2024-04-13 03:10:00,2024-04-13 03:18:00,8.0,5.79,completed
TR10440,USR1025,casual,BK245,electric,ST110,ST110,2024-05-19 18:20:00,2024-05-19 18:28:00,8.0,2.44,completed
TR10441,USR1058,casual,BK214,classic,ST113,ST109,2024-04-19 08:49:00,2024-04-19 08:59:00,10.0,9.1,completed
TR10442,USR1041,member,BK234,classic,ST105,ST103,2024-05-29 10:04:00,2024-05-29 10:45:00,41.0,9.95,completed
TR10443,USR1028,casual,BK258,classic,ST113,ST103,2024-10-04 11:20:00,2024-10-04 12:13:00,53.0,1.28,completed
TR10444,USR1021,member,BK268,classic,ST108,ST100,2024-04-26 10:07:00,2024-04-26 10:59:00,52.0,5.79,completed
TR10445,USR1052,casual,BK286,classic,ST102,ST109,2024-01-06 22:36:00,2024-01-06 23:02:00,26.0,8.44,completed
TR10446,USR1084,member,BK220,electric,ST110,ST106,2024-03-28 13:00:00,2024-03-28 13:55:00,55.0,5.9,completed
TR10447,USR1062,member,BK298,classic,ST114,ST101,2024-08-29 08:00:00,2024-08-29 08:32:00,32.0,5.4,completed
TR10448,USR1098,member,BK281,electric,ST105,ST108,2024-05-15 09:54:00,2024-05-15 10:15:00,21.0,8.13,completed
TR10449,USR1084,member,BK227,classic,ST100,ST104,2024-02-28 20:34:00,2024-02-28 21:15:00,41.0,5.89,completed
TR10450,USR1097,casual,BK253,classic,ST114,ST111,2024-09-21 06:42:00,2024-09-21 07:13:00,31.0,1.34,completed
TR10451,USR1091,casual,BK280,electric,ST103,ST108,2024-02-01 02:29:00,2024-02-01 02:44:00,15.0,8.89,completed
TR10452,USR1016,casual,BK218,electric,ST111,ST111,2024-08-03 19:55:00,2024-08-03 20:05:00,10.0,7.79,completed
TR10453,USR1099,member,BK274,classic,ST113,ST107,2024-11-23 12:21:00,2024-11-23 13:20:00,59.0,4.97,completed
TR10454,USR1063,casual,BK280,classic,ST104,ST113,2024-05-06 12:10:00,2024-05-06 12:25:00,15.0,5.1,completed
TR10455,USR1046,casual,BK203,classic,ST112,ST102,2024-10-14 16:59:00,2024-10-14 17:54:00,55.0,2.8,completed
TR10456,USR1044,casual,BK280,classic,ST100,ST107,2024-02-03 15:36:00,2024-02-03 15:48:00,12.0,1.56,completed
TR10457,USR1058,casual,BK212,classic,ST113,ST112,2024-05-05 00:05:00,2024-05-05 00:12:00,7.0,9.34,completed
TR10458,USR1095,member,BK292,electric,ST110,ST102,2024-08-06 02:23:00,2024-08-06 03:17:00,54.0,7.23,completed
TR10459,USR1079,member,BK265,classic,ST107,ST102,2024-04-16 12:25:00,2024-04-16 12:50:00,25.0,2.9,completed
TR10460,USR1046,casual,BK218,electric,ST107,ST109,2024-05-30 19:04:00,2024-05-30 19:38:00,34.0,8.46,completed
TR10461,USR1006,casual,BK264,electric,ST108,ST104,2024-07-09 02:14:00,2024-07-09 02:48:00,34.0,7.66,completed
TR10462,USR1007,casual,BK259,electric,ST108,ST114,2024-03-24 13:56:00,2024-03-24 14:13:00,17.0,8.96,completed
TR10463,USR1062,member,BK222,classic,ST101,ST113,2024-09-04 20:18:00,2024-09-04 20:24:00,6.0,3.52,completed
TR10464,USR1094,member,BK274,classic,ST107,ST102,2024-03-25 19:15:00,2024-03-25 19:49:00,34.0,6.69,completed
TR10465,USR1095,member,BK244,classic,ST102,ST110,2024-02-12 15:08:00,2024-02-12 15:57:00,49.0,8.82,completed
TR10466,USR1016,casual,BK233,electric,ST111,ST105,2024-11-18 04:17:00,2024-11-18 05:01:00,44.0,1.45,completed
TR10467,USR1012,member,BK230,electric,ST101,ST106,2024-03-18 02:41:00,2024-03-18 03:11:00,30.0,4.61,completed
TR10468,USR1054,casual,BK292,classic,ST104,ST106,2024-04-13 06:14:00,2024-04-13 06:32:00,18.0,3.03,completed
TR10469,USR1052,casual,BK220,classic,ST104,ST102,2024-10-10 21:28:00,2024-10-10 22:02:00,34.0,6.83,completed
TR10470,USR1054,casual,BK231,electric,ST109,ST109,2024-10-21 10:06:00,2024-10-21 10:27:00,21.0,8.39,completed
TR10471,USR1019,member,BK213,electric,ST111,ST113,2024-10-01 04:05:00,2024-10-01 05:01:00,56.0,8.4,completed
TR10472,USR1021,member,BK262,electric,ST112,ST110,2024-01-11 05:43:00,2024-01-11 06:02:00,19.0,7.98,completed
TR10473,USR1030,member,BK233,electric,ST107,ST101,2024-05-20 09:53:00,2024-05-20 10:09:00,16.0,7.5,completed
TR10474,USR1048,casual,BK256,classic,ST100,ST109,2024-07-05 22:00:00,2024-07-05 22:16:00,16.0,8.05,completed
TR10475,USR1085,member,BK280,classic,ST107,ST101,2024-08-05 10:25:00,2024-08-05 11:01:00,36.0,5.2,completed
TR10476,USR1043,casual,BK263,classic,ST111,ST110,2024-04-25 11:17:00,2024-04-25 11:26:00,9.0,8.44,completed
TR10477,USR1008,casual,BK233,electric,ST103,ST103,2024-05-20 12:26:00,2024-05-20 12:49:00,23.0,9.16,completed
TR10478,USR1082,casual,BK269,electric,ST107,ST111,2024-12-02 05:06:00,2024-12-02 05:23:00,17.0,7.08,completed
TR10479,USR1089,casual,BK232,electric,ST110,ST108,2024-06-15 16:16:00,2024-06-15 16:43:00,27.0,7.33,completed
TR10480,USR1022,casual,BK220,classic,ST112,ST104,2024-09-27 20:25:00,2024-09-27 21:16:00,51.0,9.69,completed
TR10481,USR1016,member,BK246,classic,ST113,ST108,2024-06-02 11:55:00,2024-06-02 12:10:00,15.0,1.95,completed
TR10482,USR1011,casual,BK241,classic,ST104,ST105,2024-09-12 06:10:00,2024-09-12 06:33:00,23.0,9.61,completed
TR10483,USR1098,casual,BK217,electric,ST113,ST102,2024-04-14 04:43:00,2024-04-14 05:28:00,45.0,4.33,completed
TR10484,USR1012,member,BK212,electric,ST114,ST101,2024-11-20 21:15:00,2024-11-20 21:26:00,11.0,2.91,completed
TR10485,USR1074,member,BK255,electric,ST100,ST103,2024-01-15 10:48:00,2024-01-15 11:30:00,42.0,7.1,completed
TR10486,USR1033,casual,BK287,electric,ST106,ST103,2024-09-13 19:56:00,2024-09-13 20:45:00,49.0,7.65,completed
TR10487,USR1043,casual,BK227,electric,ST105,ST105,2024-08-13 10:35:00,2024-08-13 10:45:00,10.0,6.21,completed
TR10488,USR1098,casual,BK256,classic,ST105,ST105,2024-02-12 07:48:00,2024-02-12 08:35:00,47.0,5.64,completed
TR10489,USR1052,member,BK245,classic,ST104,ST105,2024-02-13 09:47:00,2024-02-13 10:38:00,51.0,4.04,completed
TR10490,USR1099,member,BK209,classic,ST108,ST102,2024-04-30 20:37:00,2024-04-30 20:58:00,21.0,4.64,completed
TR10491,USR1053,member,BK223,classic,ST110,ST108,2024-06-09 17:20:00,2024-06-09 17:36:00,16.0,9.67,completed
TR10492,USR1064,member,BK227,electric,ST114,ST100,2024-11-28 05:15:00,2024-11-28 05:45:00,30.0,5.69,completed
TR10493,USR1026,member,BK252,electric,ST110,ST114,2024-07-02 22:49:00,2024-07-02 23:05:00,16.0,8.26,completed
TR10494,USR1005,casual,BK295,electric,ST104,ST108,2024-09-25 13:21:00,2024-09-25 14:02:00,41.0,7.96,completed
TR10495,USR1056,member,BK211,electric,ST110,ST104,2024-02-18 07:21:00,2024-02-18 07:32:00,11.0,6.82,completed
TR10496,USR1050,casual,BK231,classic,ST107,ST100,2024-08-06 18:14:00,2024-08-06 18:54:00,40.0,6.46,completed
TR10497,USR1044,member,BK258,electric,ST107,ST102,2024-01-20 13:11:00,2024-01-20 13:23:00,12.0,7.39,completed
TR10498,USR1097,member,BK276,classic,ST111,ST106,2024-01-02 12:44:00,2024-01-02 13:22:00,38.0,7.04,completed
TR10499,USR1008,casual,BK204,electric,ST103,ST101,2024-06-14 08:03:00,2024-06-14 08:33:00,30.0,6.8,completed
TR10500,USR1021,casual,BK216,classic,ST109,ST111,2024-02-12 12:15:00,2024-02-12 12:47:00,32.0,6.58,completed
TR10501,USR1024,member,BK244,classic,ST110,ST112,2024-08-23 16:24:00,2024-08-23 16:54:00,30.0,8.3,completed
TR10502,USR1094,member,BK274,classic,ST100,ST100,2024-09-26 18:15:00,2024-09-26 18:23:00,8.0,9.53,completed
TR10503,USR1053,member,BK256,classic,ST114,ST108,2024-06-27 13:25:00,2024-06-27 13:53:00,28.0,7.21,completed
TR10504,USR1004,member,BK251,classic,ST110,ST107,2024-04-08 16:25:00,2024-04-08 17:18:00,53.0,2.21,completed
TR10505,USR1026,member,BK214,electric,ST112,ST109,2024-05-24 07:13:00,2024-05-24 07:55:00,42.0,7.12,completed
TR10506,USR1037,member,BK285,electric,ST101,ST113,2024-07-19 20:20:00,2024-07-19 20:30:00,10.0,5.92,completed
TR10507,USR1093,casual,BK293,electric,ST112,ST107,2024-08-16 21:32:00,2024-08-16 22:07:00,35.0,2.88,completed
TR10508,USR1032,casual,BK274,classic,ST101,ST110,2024-06-04 21:30:00,2024-06-04 22:18:00,48.0,4.53,completed
TR10509,USR1040,member,BK267,classic,ST111,ST107,2024-06-16 10:51:00,2024-06-16 11:01:00,10.0,7.41,completed
TR10510,USR1010,casual,BK288,electric,ST102,ST106,2024-07-11 18:33:00,2024-07-11 18:49:00,16.0,1.66,completed
TR10511,USR1025,member,BK203,electric,ST102,ST112,2024-03-26 22:45:00,2024-03-26 23:07:00,22.0,9.17,completed
TR10512,USR1042,casual,BK279,electric,ST101,ST106,2024-10-19 12:17:00,2024-10-19 12:38:00,21.0,4.54,completed
TR10513,USR1093,member,BK299,classic,ST113,ST100,2024-10-13 02:49:00,2024-10-13 03:01:00,12.0,5.12,completed
TR10514,USR1087,member,BK285,classic,ST105,ST111,2024-10-21 19:28:00,2024-10-21 19:52:00,24.0,1.11,completed
TR10515,USR1091,member,BK227,electric,ST114,ST110,2024-01-16 16:41:00,2024-01-16 17:21:00,40.0,1.41,completed
TR10516,USR1065,casual,BK271,electric,ST110,ST105,2024-10-12 23:37:00,2024-10-13 00:21:00,44.0,4.86,completed
TR10517,USR1012,casual,BK209,electric,ST108,ST105,2024-06-11 09:00:00,2024-06-11 09:07:00,7.0,4.58,completed
TR10518,USR1000,member,BK288,classic,ST106,ST100,2024-10-17 14:18:00,2024-10-17 14:56:00,38.0,6.72,completed
TR10519,USR1093,casual,BK298,classic,ST106,ST110,2024-03-10 23:15:00,2024-03-11 00:12:00,57.0,3.48,completed
TR10520,USR1044,member,BK292,electric,ST104,ST110,2024-09-29 08:48:00,2024-09-29 09:10:00,22.0,4.74,completed
TR10521,USR1000,member,BK225,classic,ST103,ST103,2024-11-05 06:56:00,2024-11-05 07:50:00,54.0,1.25,completed
TR10522,USR1040,casual,BK204,electric,ST100,ST100,2024-10-08 19:38:00,2024-10-08 19:53:00,15.0,2.33,completed
TR10523,USR1040,casual,BK267,classic,ST110,ST107,2024-11-13 20:39:00,2024-11-13 21:28:00,49.0,6.22,completed
TR10524,USR1025,casual,BK218,classic,ST111,ST106,2024-10-15 18:42:00,2024-10-15 18:58:00,16.0,9.05,completed
TR10525,USR1039,casual,BK220,electric,ST103,ST106,2024-05-15 08:06:00,2024-05-15 08:36:00,30.0,5.29,completed
TR10526,USR1092,member,BK240,electric,ST102,ST106,2024-11-04 04:30:00,2024-11-04 05:24:00,54.0,1.3,completed
TR10527,USR1067,member,BK214,classic,ST104,ST100,2024-06-16 10:53:00,2024-06-16 11:24:00,31.0,4.68,completed
TR10528,USR1039,casual,BK260,electric,ST101,ST112,2024-09-18 04:07:00,2024-09-18 04:38:00,31.0,7.94,completed
TR10529,USR1066,member,BK256,classic,ST106,ST104,2024-11-23 02:17:00,2024-11-23 02:25:00,8.0,3.54,completed
TR10530,USR1068,casual,BK252,electric,ST108,ST108,2024-06-19 20:38:00,2024-06-19 21:27:00,49.0,6.31,completed
TR10531,USR1069,casual,BK256,electric,ST107,ST106,2024-06-03 02:03:00,2024-06-03 03:01:00,58.0,2.83,completed
TR10532,USR1002,member,BK250,electric,ST114,ST103,2024-08-29 03:00:00,2024-08-29 03:24:00,24.0,9.7,completed
TR10533,USR1035,casual,BK240,classic,ST112,ST106,2024-05-30 01:41:00,2024-05-30 02:36:00,55.0,6.49,completed
TR10534,USR1024,member,BK226,classic,ST113,ST108,2024-05-13 08:29:00,2024-05-13 09:10:00,41.0,4.34,completed
TR10535,USR1099,casual,BK215,electric,ST105,ST104,2024-09-09 16:58:00,2024-09-09 17:49:00,51.0,5.88,completed
TR10536,USR1015,casual,BK230,electric,ST109,ST110,2024-07-13 19:19:00,2024-07-13 20:12:00,53.0,3.42,completed
TR10537,USR1080,casual,BK295,electric,ST105,ST108,2024-02-24 05:17:00,2024-02-24 05:30:00,13.0,4.26,completed
TR10538,USR1024,casual,BK220,classic,ST105,ST100,2024-11-29 21:35:00,2024-11-29 22:31:00,56.0,5.62,completed
TR10539,USR1035,casual,BK287,electric,ST107,ST114,2024-10-29 17:28:00,2024-10-29 18:23:00,55.0,7.43,completed
TR10540,USR1000,casual,BK222,electric,ST106,ST112,2024-05-17 20:42:00,2024-05-17 20:52:00,10.0,8.76,completed
TR10541,USR1040,casual,BK272,classic,ST105,ST105,2024-03-11 19:28:00,2024-03-11 20:06:00,38.0,6.99,completed
TR10542,USR1080,casual,BK248,electric,ST114,ST112,2024-10-24 09:56:00,2024-10-24 10:03:00,7.0,9.52,completed
TR10543,USR1066,member,BK214,electric,ST103,ST101,2024-05-08 01:04:00,2024-05-08 01:25:00,21.0,1.14,completed
TR10544,USR1034,member,BK277,electric,ST100,ST113,2024-07-18 03:22:00,2024-07-18 04:18:00,56.0,8.59,completed
TR10545,USR1087,casual,BK228,classic,ST105,ST108,2024-10-31 21:10:00,2024-10-31 21:18:00,8.0,5.81,completed
TR10546,USR1064,casual,BK226,electric,ST105,ST107,2024-09-10 23:35:00,2024-09-10 23:58:00,23.0,2.61,completed
TR10547,USR1018,member,BK279,classic,ST110,ST109,2024-08-16 20:15:00,2024-08-16 20:54:00,39.0,8.28,completed
TR10548,USR1043,casual,BK201,electric,ST105,ST102,2024-03-25 16:30:00,2024-03-25 16:38:00,8.0,5.51,completed
TR10549,USR1077,member,BK266,electric,ST106,ST102,2024-09-27 19:19:00,2024-09-27 19:30:00,11.0,6.65,completed
TR10550,USR1071,member,BK296,classic,ST111,ST113,2024-08-07 08:51:00,2024-08-07 09:11:00,20.0,4.52,completed
TR10551,USR1011,casual,BK205,classic,ST104,ST108,2024-03-04 21:56:00,2024-03-04 22:27:00,31.0,8.9,completed
TR10552,USR1058,casual,BK261,electric,ST108,ST102,2024-04-17 10:12:00,2024-04-17 11:10:00,58.0,7.1,completed
TR10553,USR1093,casual,BK238,electric,ST100,ST112,2024-09-24 06:50:00,2024-09-24 06:56:00,6.0,8.06,completed
TR10554,USR1086,member,BK286,classic,ST105,ST112,2024-09-20 09:10:00,2024-09-20 09:29:00,19.0,1.91,completed
TR10555,USR1081,casual,BK273,classic,ST108,ST107,2024-03-02 21:16:00,2024-03-02 21:44:00,28.0,1.61,completed
TR10556,USR1016,member,BK205,electric,ST104,ST111,2024-03-13 06:52:00,2024-03-13 07:06:00,14.0,4.63,completed
TR10557,USR1089,member,BK240,classic,ST110,ST100,2024-10-01 10:44:00,2024-10-01 11:06:00,22.0,4.58,completed
TR10558,USR1009,member,BK288,classic,ST101,ST111,2024-12-12 07:22:00,2024-12-12 07:29:00,7.0,5.95,completed
TR10559,USR1025,casual,BK254,classic,ST110,ST112,2024-08-31 07:33:00,2024-08-31 07:59:00,26.0,9.33,completed
TR10560,USR1040,member,BK219,electric,ST102,ST103,2024-10-15 17:23:00,2024-10-15 17:54:00,31.0,1.83,completed
TR10561,USR1052,member,BK221,classic,ST105,ST114,2024-04-12 06:25:00,2024-04-12 06:59:00,34.0,6.07,completed
TR10562,USR1095,member,BK269,classic,ST110,ST103,2024-01-09 14:00:00,2024-01-09 14:37:00,37.0,3.25,completed
TR10563,USR1067,casual,BK282,electric,ST108,ST109,2024-07-14 00:33:00,2024-07-14 01:06:00,33.0,6.51,completed
TR10564,USR1050,member,BK220,classic,ST107,ST105,2024-08-03 16:26:00,2024-08-03 16:52:00,26.0,6.63,completed
TR10565,USR1027,casual,BK244,electric,ST106,ST100,2024-02-28 14:21:00,2024-02-28 14:50:00,29.0,5.88,completed
TR10566,USR1009,member,BK272,classic,ST113,ST109,2024-08-15 14:42:00,2024-08-15 14:47:00,5.0,7.65,completed
TR10567,USR1037,casual,BK273,electric,ST110,ST105,2024-07-22 13:25:00,2024-07-22 14:17:00,52.0,3.94,completed
TR10568,USR1024,member,BK214,electric,ST112,ST110,2024-05-06 09:23:00,2024-05-06 09:48:00,25.0,7.51,completed
TR10569,USR1091,casual,BK242,classic,ST108,ST109,2024-03-03 12:09:00,2024-03-03 12:32:00,23.0,7.31,completed
TR10570,USR1038,casual,BK222,classic,ST103,ST114,2024-05-14 17:48:00,2024-05-14 18:32:00,44.0,1.27,completed
TR10571,USR1068,casual,BK247,electric,ST107,ST110,2024-02-11 18:08:00,2024-02-11 18:58:00,50.0,5.13,completed
TR10572,USR1074,member,BK281,electric,ST106,ST109,2024-07-20 04:50:00,2024-07-20 05:27:00,37.0,8.96,completed
TR10573,USR1035,casual,BK262,classic,ST107,ST113,2024-11-10 18:06:00,2024-11-10 18:29:00,23.0,4.58,completed
TR10574,USR1090,member,BK207,classic,ST113,ST109,2024-07-01 15:33:00,2024-07-01 15:38:00,5.0,4.85,completed
TR10575,USR1088,casual,BK259,electric,ST100,ST105,2024-05-01 05:48:00,2024-05-01 05:58:00,10.0,8.74,completed
TR10576,USR1001,casual,BK257,classic,ST110,ST111,2024-10-12 17:53:00,2024-10-12 18:18:00,25.0,8.5,completed
TR10577,USR1036,casual,BK291,electric,ST101,ST114,2024-05-05 15:03:00,2024-05-05 15:43:00,40.0,3.63,completed
TR10578,USR1003,member,BK206,classic,ST110,ST105,2024-08-02 03:22:00,2024-08-02 03:39:00,17.0,1.25,completed
TR10579,USR1000,casual,BK202,electric,ST105,ST101,2024-07-23 01:31:00,2024-07-23 01:50:00,19.0,4.68,completed
TR10580,USR1084,member,BK228,classic,ST100,ST109,2024-08-16 16:37:00,2024-08-16 17:19:00,42.0,9.48,completed
TR10581,USR1066,casual,BK246,electric,ST102,ST102,2024-08-04 08:17:00,2024-08-04 08:28:00,11.0,8.25,completed
TR10582,USR1011,member,BK226,electric,ST109,ST106,2024-03-29 23:28:00,2024-03-29 23:36:00,8.0,3.29,completed
TR10583,USR1087,casual,BK254,electric,ST106,ST104,2024-10-22 20:44:00,2024-10-22 21:40:00,56.0,3.94,completed
TR10584,USR1057,casual,BK279,classic,ST100,ST104,2024-06-12 12:57:00,2024-06-12 13:50:00,53.0,9.13,completed
TR10585,USR1034,casual,BK221,classic,ST105,ST104,2024-01-13 02:13:00,2024-01-13 03:08:00,55.0,7.09,completed
TR10586,USR1086,member,BK266,electric,ST108,ST114,2024-02-22 22:40:00,2024-02-22 22:56:00,16.0,6.49,completed
TR10587,USR1036,casual,BK212,electric,ST113,ST103,2024-09-16 18:04:00,2024-09-16 18:55:00,51.0,3.07,completed
TR10588,USR1084,member,BK205,electric,ST101,ST113,2024-05-08 17:48:00,2024-05-08 18:09:00,21.0,2.45,completed
TR10589,USR1080,member,BK231,electric,ST102,ST113,2024-06-22 17:04:00,2024-06-22 17:38:00,34.0,2.09,completed
TR10590,USR1033,casual,BK227,classic,ST113,ST106,2024-12-01 17:22:00,2024-12-01 18:02:00,40.0,1.52,completed
TR10591,USR1014,member,BK227,electric,ST107,ST110,2024-05-04 06:13:00,2024-05-04 06:36:00,23.0,6.01,completed
TR10592,USR1061,casual,BK218,classic,ST109,ST107,2024-01-11 18:54:00,2024-01-11 19:31:00,37.0,7.32,completed
TR10593,USR1049,member,BK212,electric,ST100,ST101,2024-07-07 01:04:00,2024-07-07 01:37:00,33.0,1.2,completed
TR10594,USR1047,casual,BK263,classic,ST112,ST106,2024-05-16 16:46:00,2024-05-16 17:03:00,17.0,2.29,completed
TR10595,USR1070,casual,BK268,electric,ST100,ST102,2024-06-19 03:37:00,2024-06-19 03:58:00,21.0,2.84,completed
TR10596,USR1052,casual,BK261,classic,ST110,ST108,2024-12-07 21:36:00,2024-12-07 22:19:00,43.0,7.06,completed
TR10597,USR1028,casual,BK231,electric,ST111,ST108,2024-04-23 08:02:00,2024-04-23 08:21:00,19.0,7.58,completed
TR10598,USR1092,casual,BK285,electric,ST108,ST102,2024-01-30 04:56:00,2024-01-30 05:01:00,5.0,2.15,completed
TR10599,USR1070,member,BK228,classic,ST102,ST101,2024-11-19 06:45:00,2024-11-19 07:30:00,45.0,4.64,completed
TR10600,USR1010,casual,BK245,electric,ST108,ST107,2024-09-29 21:34:00,2024-09-29 21:41:00,7.0,1.14,completed
TR10601,USR1095,member,BK221,electric,ST111,ST114,2024-11-05 00:15:00,2024-11-05 00:21:00,6.0,5.88,completed
TR10602,USR1091,member,BK256,classic,ST112,ST101,2024-05-23 20:19:00,2024-05-23 20:38:00,19.0,4.38,completed
TR10603,USR1078,member,BK263,classic,ST110,ST109,2024-11-05 00:12:00,2024-11-05 01:10:00,58.0,3.89,completed
TR10604,USR1053,member,BK263,electric,ST110,ST106,2024-02-25 08:18:00,2024-02-25 08:25:00,7.0,4.33,completed
TR10605,USR1074,member,BK294,classic,ST110,ST113,2024-01-16 06:50:00,2024-01-16 07:46:00,56.0,2.96,completed
TR10606,USR1008,member,BK230,electric,ST101,ST112,2024-07-07 11:41:00,2024-07-07 12:34:00,53.0,1.93,completed
TR10607,USR1035,member,BK272,electric,ST109,ST104,2024-08-07 18:23:00,2024-08-07 18:52:00,29.0,5.69,completed
TR10608,USR1095,member,BK280,classic,ST104,ST102,2024-11-10 04:13:00,2024-11-10 04:56:00,43.0,6.58,completed
TR10609,USR1091,casual,BK291,electric,ST112,ST109,2024-07-14 22:20:00,2024-07-14 22:31:00,11.0,9.17,completed
TR10610,USR1002,casual,BK263,electric,ST103,ST109,2024-05-24 03:34:00,2024-05-24 04:09:00,35.0,6.21,completed
TR10611,USR1075,member,BK260,classic,ST110,ST105,2024-07-19 03:33:00,2024-07-19 04:19:00,46.0,4.48,completed
TR10612,USR1058,member,BK293,electric,ST111,ST109,2024-01-12 19:19:00,2024-01-12 20:03:00,44.0,5.56,completed
TR10613,USR1080,member,BK201,electric,ST111,ST102,2024-06-10 13:34:00,2024-06-10 13:54:00,20.0,8.4,completed
TR10614,USR1061,member,BK266,electric,ST102,ST113,2024-09-16 07:13:00,2024-09-16 07:49:00,36.0,3.03,completed
TR10615,USR1095,member,BK220,electric,ST113,ST112,2024-04-23 01:01:00,2024-04-23 01:50:00,49.0,6.89,completed
TR10616,USR1073,casual,BK252,classic,ST114,ST103,2024-04-20 03:18:00,2024-04-20 03:44:00,26.0,5.15,completed
TR10617,USR1087,member,BK283,electric,ST100,ST111,2024-03-28 08:54:00,2024-03-28 09:04:00,10.0,2.96,completed
TR10618,USR1069,casual,BK220,electric,ST102,ST114,2024-01-03 14:28:00,2024-01-03 14:54:00,26.0,6.02,completed
TR10619,USR1049,member,BK205,classic,ST107,ST113,2024-04-25 23:51:00,2024-04-26 00:41:00,50.0,8.99,completed
TR10620,USR1070,member,BK276,electric,ST101,ST101,2024-10-11 05:59:00,2024-10-11 06:32:00,33.0,7.73,completed
TR10621,USR1037,member,BK226,electric,ST111,ST110,2024-09-30 01:04:00,2024-09-30 02:02:00,58.0,9.4,completed
TR10622,USR1060,member,BK266,classic,ST110,ST102,2024-08-22 00:26:00,2024-08-22 01:02:00,36.0,6.14,completed
TR10623,USR1034,member,BK274,classic,ST104,ST102,2024-08-12 06:39:00,2024-08-12 06:56:00,17.0,4.65,completed
TR10624,USR1034,member,BK237,classic,ST113,ST107,2024-03-20 13:49:00,2024-03-20 14:41:00,52.0,6.61,completed
TR10625,USR1031,casual,BK278,electric,ST110,ST109,2024-10-12 03:11:00,2024-10-12 03:51:00,40.0,6.07,completed
TR10626,USR1084,casual,BK209,classic,ST108,ST103,2024-11-01 05:03:00,2024-11-01 05:12:00,9.0,9.92,completed
TR10627,USR1042,member,BK273,classic,ST110,ST108,2024-02-18 14:54:00,2024-02-18 15:17:00,23.0,3.06,completed
TR10628,USR1023,casual,BK297,classic,ST111,ST104,2024-05-29 11:30:00,2024-05-29 11:57:00,27.0,6.7,completed
TR10629,USR1020,member,BK249,electric,ST105,ST100,2024-05-20 00:04:00,2024-05-20 00:59:00,55.0,5.15,completed
TR10630,USR1013,casual,BK231,classic,ST112,ST101,2024-12-01 09:41:00,2024-12-01 10:10:00,29.0,4.26,completed
TR10631,USR1086,casual,BK220,electric,ST104,ST106,2024-12-12 01:57:00,2024-12-12 02:19:00,22.0,7.22,completed
TR10632,USR1053,member,BK221,classic,ST100,ST106,2024-12-06 23:26:00,2024-12-06 23:55:00,29.0,6.39,completed
TR10633,USR1075,member,BK285,electric,ST114,ST100,2024-04-13 13:34:00,2024-04-13 14:18:00,44.0,8.54,completed
TR10634,USR1019,member,BK232,classic,ST110,ST110,2024-05-31 05:01:00,2024-05-31 05:55:00,54.0,5.08,completed
TR10635,USR1019,member,BK237,classic,ST111,ST107,2024-04-24 16:39:00,2024-04-24 17:37:00,58.0,9.58,completed
TR10636,USR1065,casual,BK248,electric,ST101,ST103,2024-03-12 02:52:00,2024-03-12 03:09:00,17.0,1.71,completed
TR10637,USR1039,casual,BK221,electric,ST107,ST112,2024-09-14 02:50:00,2024-09-14 03:02:00,12.0,4.81,completed
TR10638,USR1083,member,BK254,electric,ST113,ST113,2024-10-03 13:17:00,2024-10-03 13:38:00,21.0,6.37,completed
TR10639,USR1058,casual,BK255,electric,ST110,ST104,2024-11-26 15:11:00,2024-11-26 16:00:00,49.0,8.2,completed
TR10640,USR1034,casual,BK283,classic,ST109,ST100,2024-07-03 08:31:00,2024-07-03 08:44:00,13.0,6.6,completed
TR10641,USR1078,casual,BK293,electric,ST103,ST111,2024-12-12 00:54:00,2024-12-12 01:06:00,12.0,1.6,completed
TR10642,USR1048,casual,BK263,electric,ST113,ST112,2024-01-04 23:50:00,2024-01-05 00:06:00,16.0,1.77,completed
TR10643,USR1049,casual,BK257,electric,ST110,ST103,2024-10-23 21:30:00,2024-10-23 22:08:00,38.0,1.5,completed
TR10644,USR1031,member,BK214,classic,ST103,ST102,2024-01-02 22:15:00,2024-01-02 22:29:00,14.0,9.87,completed
TR10645,USR1071,member,BK255,classic,ST107,ST110,2024-01-19 11:36:00,2024-01-19 12:20:00,44.0,3.94,completed
TR10646,USR1093,member,BK259,electric,ST106,ST111,2024-07-18 17:43:00,2024-07-18 18:16:00,33.0,4.2,completed
